iter	Logloss
188	0.2459820593
189	0.2452441814
190	0.244398035
191	0.2435583541
192	0.2427897663
193	0.2420460953
194	0.2413022796
195	0.240399165
196	0.2395726225
197	0.2388802343
198	0.2380415414
199	0.2373330535
200	0.2366191879
201	0.2358758595
202	0.2350781647
203	0.2343583216
204	0.2336136896
205	0.2330102584
206	0.2321975919
207	0.2314289607
208	0.2307352567
209	0.2299591829
210	0.2298242367
211	0.2293028947
212	0.228711987
213	0.2280360754
214	0.2273651846
215	0.2266190227
216	0.225831319
217	0.2251926018
218	0.2244635994
219	0.2240304984
220	0.22356992
221	0.2228485924
222	0.2220917148
223	0.2213849649
224	0.2206671511
225	0.2199818153
226	0.2194523898
227	0.2190622205
228	0.2183987512
229	0.2177159345
230	0.2170196904
231	0.2163026413
232	0.2157350804
233	0.2150351786
234	0.2144030955
235	0.2139749728
236	0.2133258254
237	0.2127234189
238	0.2120659541
239	0.2115983401
240	0.2110610827
241	0.2103131783
242	0.2097906635
243	0.2092065992
244	0.2085778313
245	0.2081217929
246	0.2076968051
247	0.2071469719
248	0.206481164
249	0.2061010252
250	0.2056758192
251	0.2051250748
252	0.204617614
253	0.2043363171
254	0.2037601895
255	0.2033961586
256	0.202789229
257	0.2022774691
258	0.2017308388
259	0.2011658789
260	0.2005874822
261	0.2000992497
262	0.1996563689
263	0.1991953935
264	0.1988053396
265	0.1984360436
266	0.1978774819
267	0.1975926813
268	0.1970956506
269	0.1965628433
270	0.1961848677
271	0.1958089875
272	0.1952269667
273	0.1947458406
274	0.1942814522
275	0.1938228581
276	0.1933030975
277	0.1931686843
278	0.1928805913
279	0.1923760624
280	0.1918765858
281	0.1915441555
282	0.1911817553
283	0.1907307469
284	0.190299668
285	0.1899338884
286	0.1895773365
287	0.1891122945
288	0.1888578834
289	0.1884895747
290	0.1882264706
291	0.1880180644
292	0.1876346791
293	0.1871552973
294	0.1867672054
295	0.1864090004
296	0.1860340719
297	0.1856453037
298	0.1852468413
299	0.1849188764
300	0.1844694513
301	0.1842488525
302	0.1838450477
303	0.1835463364
304	0.183247421
305	0.1828209657
306	0.1826597224
307	0.182461877
308	0.1820587149
309	0.181757511
310	0.1814119027
311	0.1809893452
312	0.1806524016
313	0.1802660589
314	0.1798407889
315	0.1795599426
316	0.1791554815
317	0.1789272337
318	0.1784783844
319	0.1782117539
320	0.1778949603
321	0.1775893732
322	0.1774085804
323	0.177086431
324	0.1768214891
325	0.1764127589
326	0.176056048
327	0.175770635
328	0.1754613698
329	0.1750451884
330	0.1748593654
331	0.1746433549
332	0.1744491673
333	0.1741226834
334	0.1739148243
335	0.1735795009
336	0.1732301948
337	0.1729936972
338	0.1728935177
339	0.1725279747
340	0.1721890048
341	0.1719425698
342	0.1716552281
343	0.171300933
344	0.1711257537
345	0.1708396463
346	0.1705467896
347	0.1702991596
348	0.1701254254
349	0.1698579291
350	0.1695605838
351	0.1692416458
352	0.1690430014
353	0.168757654
354	0.1685648703
355	0.1684087152
356	0.1681382777
357	0.1679230871
358	0.1677482662
359	0.1674175216
360	0.1670942578
361	0.1668239524
362	0.1664767347
363	0.1661861256
364	0.1659784749
365	0.1657067636
366	0.1654220678
367	0.1653125477
368	0.1650415586
369	0.1648403722
370	0.1644922802
371	0.1643223966
372	0.1639892462
373	0.1638269491
374	0.1635231723
375	0.163251403
376	0.1630509806
377	0.1628933303
378	0.1626553468
379	0.1623868006
380	0.1621247054
381	0.1619613447
382	0.1617331672
383	0.1615112838
384	0.161307527
385	0.1611305786
386	0.1609301382
387	0.1606710205
388	0.1604523818
389	0.1602077654
390	0.1600162378
391	0.1599370833
392	0.159779278
393	0.1595318095
394	0.1592768311
395	0.1590798084
396	0.1588443155
397	0.1587238258
398	0.1585000851
399	0.1583035069
400	0.1581326225
401	0.1579654165
402	0.157849193
403	0.1577657732
404	0.1576117048
405	0.1574657201
406	0.1573376994
407	0.1571026595
408	0.1568656156
409	0.1565952975
410	0.1563714742
411	0.1561075894
412	0.1559533296
413	0.1557722588
414	0.1555823028
415	0.1553138816
416	0.1550530653
417	0.1549478676
418	0.1547134046
419	0.1545134604
420	0.1544168789
421	0.1542006248
422	0.154059063
423	0.1538581266
424	0.1537085711
425	0.1534860128
426	0.1532859558
427	0.1530769891
428	0.1528565646
429	0.1527076255
430	0.1525776357
431	0.1523686321
432	0.1521781369
433	0.1520266044
434	0.1517699742
435	0.1516376809
436	0.1515529424
437	0.1513818159
438	0.1512459293
439	0.1510682549
440	0.1509104515
441	0.1507429299
442	0.1505504326
443	0.1503905452
444	0.1502592274
445	0.1500897465
446	0.149929814
447	0.1497516274
448	0.1495590402
449	0.1493881737
450	0.1492530923
451	0.1490693141
452	0.1489606473
453	0.1487704816
454	0.1487355074
455	0.1485830764
456	0.1484359021
457	0.1482949189
458	0.1481705195
459	0.1481068684
460	0.1479524761
461	0.1478244534
462	0.1476981888
463	0.1475687568
464	0.1473831136
465	0.1472396416
466	0.1470870126
467	0.147029078
468	0.1469387514
469	0.146789809
470	0.1466322092
471	0.1464757237
472	0.1463401426
473	0.1461775672
474	0.145987332
475	0.1458121599
476	0.14572672
477	0.1456185998
478	0.1454945813
479	0.1453384347
480	0.1452177367
481	0.1451313462
482	0.1449160436
483	0.1447362902
484	0.1446122581
485	0.1444599971
486	0.1442978419
487	0.144132354
488	0.1440275704
489	0.1438900732
490	0.1438197755
491	0.1436686531
492	0.1435404967
493	0.1433915811
494	0.1433653695
495	0.1432594911
496	0.1431594097
497	0.1429877658
498	0.1429626075
499	0.1428976576
500	0.1428718458
501	0.1427720187
502	0.1426475473
503	0.1425243319
504	0.1424720895
505	0.1423344693
506	0.1422894818
507	0.1421804132
508	0.1420170783
509	0.1419732305
510	0.1418431871
511	0.1417197678
512	0.1415615528
513	0.1414831995
514	0.1413619769
515	0.1412684348
516	0.1411583876
517	0.1410244285
518	0.1409760046
519	0.1408304693
520	0.1407575339
521	0.1406247918
522	0.1404754368
523	0.1403792005
524	0.1402263151
525	0.1400940419
526	0.1399322837
527	0.1397707916
528	0.1396300192
529	0.1395447368
530	0.1394707485
531	0.1394316855
532	0.1393059314
533	0.1392230446
534	0.1391191046
535	0.13897938
536	0.1388747638
537	0.1387399666
538	0.1386615911
539	0.1385586971
540	0.1384468576
541	0.1383812323
542	0.1382578278
543	0.138158025
544	0.1380552917
545	0.1379659165
546	0.1379004229
547	0.1377911769
548	0.1376989507
549	0.1375966797
550	0.1375033846
551	0.1374259882
552	0.1373141413
553	0.1372063863
554	0.1371108195
555	0.136991547
556	0.1368851991
557	0.1368576443
558	0.1367755206
559	0.1366277448
560	0.1365027222
561	0.1363772382
562	0.1363296354
563	0.1362493151
564	0.1361943534
565	0.1361237221
566	0.1360598499
567	0.1359785541
568	0.135860054
569	0.135710846
570	0.1356697147
571	0.135616272
572	0.1354946566
573	0.135393451
574	0.1353138555
575	0.1352389484
576	0.1351084868
577	0.1349655094
578	0.1348412447
579	0.1347636851
580	0.1347155459
581	0.1346058704
582	0.1344738109
583	0.1343666283
584	0.1342495043
585	0.1341778203
586	0.1341589201
587	0.134046888
588	0.1339245727
589	0.1338565758
590	0.1338323475
591	0.1337042407
592	0.1336777755
593	0.13356717
594	0.133471782
595	0.133396624
596	0.1333283061
597	0.1332738637
598	0.1331717057
599	0.1330900472
600	0.1329894307
601	0.1328825706
602	0.1327671576
603	0.1326761718
604	0.132564191
605	0.13246625
606	0.1323574501
607	0.132259455
608	0.1321591015
609	0.1320424271
610	0.1320005506
611	0.1318871194
612	0.1318133187
613	0.131699382
614	0.1316283973
615	0.1315860854
616	0.1314921777
617	0.1314595348
618	0.1314218955
619	0.1313453711
620	0.131279155
621	0.1311924148
622	0.1311547129
623	0.1310742512
624	0.1310115079
625	0.1309588815
626	0.1308923969
627	0.1308167382
628	0.1307094217
629	0.1306204632
630	0.1305171123
631	0.1304248228
632	0.1303216548
633	0.1302179842
634	0.1301549198
635	0.1300605169
636	0.1300115212
637	0.1299195284
638	0.1298616323
639	0.1297856893
640	0.1296598894
641	0.1295658328
642	0.1294973235
643	0.1294357484
644	0.1293856956
645	0.1292845393
646	0.1292271115
647	0.1291800579
648	0.1291198301
649	0.1290393872
650	0.1290248926
651	0.1289226473
652	0.1288315101
653	0.1287212872
654	0.1286318152
655	0.128560107
656	0.1284534235
657	0.1284326016
658	0.1283824222
659	0.1282556349
660	0.1281966582
661	0.1281183808
662	0.1280438624
663	0.1280118913
664	0.1279064096
665	0.1278128103
666	0.1277241859
667	0.1276312087
668	0.1275595196
669	0.1274812145
670	0.1273993005
671	0.1273098579
672	0.1272168737
673	0.1270943608
674	0.127066983
675	0.1269621693
676	0.1269347318
677	0.1269078603
678	0.1268184742
679	0.1267693438
680	0.1267217339
681	0.1266778026
682	0.1266122689
683	0.1265229241
684	0.1264637719
685	0.126431831
686	0.1263577762
687	0.1263054049
688	0.1262108445
689	0.1261134351
690	0.1260215624
691	0.1259913736
692	0.1258891679
693	0.1258016156
694	0.1257517455
695	0.125670748
696	0.1256184911
697	0.1255639573
698	0.1254902662
699	0.1254277823
700	0.1253625742
701	0.125299378
702	0.1252358238
703	0.1251907887
704	0.1251540448
705	0.1251452073
706	0.1250969947
707	0.1250482695
708	0.124979181
709	0.1249173088
710	0.1248638761
711	0.1247701673
712	0.1246896227
713	0.1246276218
714	0.1246044691
715	0.1245666755
716	0.1245249005
717	0.124448837
718	0.1243509844
719	0.1242836369
720	0.1242466219
721	0.1242224705
722	0.1241549821
723	0.1240958494
724	0.1240830395
725	0.124044565
726	0.1239554205
727	0.1238549641
728	0.1238014492
729	0.1237194839
730	0.1236572109
731	0.123560502
732	0.1235036358
733	0.1234231808
734	0.1233394863
735	0.1232950276
736	0.1232448572
737	0.1232164586
738	0.1231450434
739	0.1231352465
740	0.1230280449
741	0.1229254752
742	0.1228860149
743	0.1228285723
744	0.1227612308
745	0.1226773986
746	0.1225965991
747	0.1225825161
748	0.1225053003
749	0.1224768919
750	0.1224166841
751	0.1223597983
752	0.1223179771
753	0.1222249427
754	0.1221461445
755	0.1220940683
756	0.1220480055
757	0.1220155509
758	0.1219225097
759	0.121873306
760	0.121814116
761	0.1217879353
762	0.1217734841
763	0.121714752
764	0.1216844548
765	0.1216113885
766	0.1215944475
767	0.1215223993
768	0.1214660488
769	0.1213838393
770	0.1213147612
771	0.1212533911
772	0.1212068592
773	0.1211310387
774	0.121068669
775	0.1210053029
776	0.1209508677
777	0.1209224101
778	0.1208456487
779	0.1208222751
780	0.1207623228
781	0.1207260622
782	0.1206670525
783	0.1206215532
784	0.1205547555
785	0.1205067447
786	0.1204526059
787	0.1204083251
788	0.120351776
789	0.1202957469
790	0.1202417265
791	0.1201837397
792	0.1201456021
793	0.1201024451
794	0.1200746838
795	0.1200231924
796	0.1200042849
797	0.1199407356
798	0.1198626076
799	0.1198347024
800	0.119802625
801	0.1197305771
802	0.1196723366
803	0.1196225525
804	0.1195858153
805	0.1195653014
806	0.1195207635
807	0.1194892826
808	0.1194434963
809	0.1194036166
810	0.1193423067
811	0.1193341289
812	0.1193163311
813	0.1193129945
814	0.1192470465
815	0.1191816203
816	0.119120053
817	0.1190835176
818	0.1190319288
819	0.1189539055
820	0.1188923103
821	0.1188491065
822	0.1188165064
823	0.1187824534
824	0.1187577533
825	0.1186956304
826	0.118631935
827	0.1185682183
828	0.1185252129
829	0.118479336
830	0.1184329217
831	0.1183902076
832	0.1183519034
833	0.1183060891
834	0.1182700927
835	0.1182253596
836	0.1181877743
837	0.1181145575
838	0.1180786292
839	0.1180643067
840	0.1180330552
841	0.1179903306
842	0.1179434859
843	0.1178974063
844	0.1178650594
845	0.1178166087
846	0.1177997835
847	0.117741074
848	0.1177049457
849	0.1176894886
850	0.1176375573
851	0.1176176815
852	0.1175750198
853	0.1175568452
854	0.1175421057
855	0.1174815295
856	0.1174420157
857	0.1173909145
858	0.1173416928
859	0.1173167876
860	0.1172756705
861	0.1172271734
862	0.1171700331
863	0.1171558352
864	0.1171042948
865	0.1170560885
866	0.1169944537
867	0.1169648562
868	0.116959884
869	0.1168982487
870	0.1168640567
871	0.1168497328
872	0.116783157
873	0.1166931771
874	0.1166324953
875	0.1165933627
876	0.1165495373
877	0.1165280534
878	0.1164950354
879	0.1164499703
880	0.1164067801
881	0.1163645983
882	0.1163233547
883	0.1162860621
884	0.116234336
885	0.1161809639
886	0.1161180584
887	0.1160637033
888	0.1160166862
889	0.1159871837
890	0.1159198654
891	0.1158792817
892	0.1158399866
893	0.115783342
894	0.1157331977
895	0.1157129802
896	0.1156812665
897	0.1156230426
898	0.1155763569
899	0.1155387532
900	0.115504194
901	0.1154701697
902	0.1154318884
903	0.11538589
904	0.1153279712
905	0.1152989917
906	0.1152553694
907	0.1152256865
908	0.1151661121
909	0.1151403466
910	0.115082527
911	0.1150305179
912	0.1149924626
913	0.1149621457
914	0.1149272337
915	0.1148900324
916	0.1148663493
917	0.1148247513
918	0.1147840697
919	0.1147592976
920	0.1147243468
921	0.1147068276
922	0.1146768862
923	0.1146321232
924	0.1145958566
925	0.1145740476
926	0.1145494634
927	0.1144713002
928	0.1144494795
929	0.1144059295
930	0.1143623008
931	0.1143417041
932	0.1142980621
933	0.1142576654
934	0.1142192655
935	0.1141676353
936	0.1141431891
937	0.1140991977
938	0.1140540837
939	0.1140350318
940	0.1140046969
941	0.1139916061
942	0.113950729
943	0.1139144917
944	0.1138906031
945	0.1138282857
946	0.1137643974
947	0.1137093254
948	0.1136757188
949	0.1136342571
950	0.1136089358
951	0.1135674001
952	0.1135336297
953	0.1135153445
954	0.1134819226
955	0.1134370516
956	0.1134301522
957	0.113413806
958	0.1133765444
959	0.1133567856
960	0.1133175131
961	0.1132790782
962	0.1132536304
963	0.1132375226
964	0.1132075994
965	0.1131781192
966	0.1131561684
967	0.1131072163
968	0.113048425
969	0.1130164673
970	0.1129949686
971	0.1129706517
972	0.1129520187
973	0.112917024
974	0.1128931795
975	0.1128600946
976	0.112824238
977	0.1127832235
978	0.112742041
979	0.112684911
980	0.1126590926
981	0.1126199548
982	0.1125999743
983	0.112549221
984	0.1125359622
985	0.1124892547
986	0.1124571227
987	0.1124008886
988	0.1123636984
989	0.1123414488
990	0.1123181269
991	0.1122855573
992	0.1122397526
993	0.1122143047
994	0.112172007
995	0.1121381912
996	0.1121037551
997	0.1120548212
998	0.1120226205
999	0.1119902538
47614
991	0.09399944422
992	0.09396364008
993	0.09395839
994	0.093935278
995	0.09391291774
996	0.0938789285
997	0.09384691472
998	0.09381840424
999	0.09377685372
